vacancy_name,company_name,latitude,longitude,district,vacancy_url
Начальник управления системной аналитики (Ташкент),FULL STACK SOLUTION,41.336342,69.282432,Yunusabad,https://hh.ru/vacancy/128582227
Методист СДО,ИП ООО Xalq Retail,41.28874,69.32794,Yashnabad,https://hh.ru/vacancy/127443017
Head Of Engineering,BELLISSIMO PIZZA INTERNATIONAL,41.297942,69.249418,Yakkasaray,https://hh.ru/vacancy/128755372
Senior Product Manager (Fintech),Crowe TAC,41.301711982369525,69.26916156315892,Mirabad,https://hh.ru/vacancy/128812503
SOC аналитик L1,OFFBOX,41.311124,69.286016,Mirzo Ulugbek,https://hh.ru/vacancy/128737373
Администратор Корпоративного портала,Капиталбанк,,,Ташкент,https://hh.ru/vacancy/125440447
Специалист службы технической поддержки,NET TELEVISION,41.292488,69.334363,Yashnabad,https://hh.ru/vacancy/128054546
Аналитик данных (Senior),Citi Fuel (ООО Staff Atlantic),,,Ташкент,https://hh.ru/vacancy/128443054
Trade Marketing Specialist (Pharma),Antal International Tashkent Xususiy Bandlik Agentligi,41.31114,69.27973,Yunusabad,https://hh.ru/vacancy/128250996
Системный Администратор,KIBERNETIKADA INNOVATSIYALAR IT-PARKI,41.30183,69.273655,Mirabad,https://hh.ru/vacancy/127977299
Инженер-проектировщик антенно-мачтовых сооружений,TELECOM TOWERS,41.305143,69.325847,Yashnabad,https://hh.ru/vacancy/128062007
Ассистент коммерческого директора,ASKLEPIY GROUP (phoenix core),41.3323,69.31882,Mirzo Ulugbek,https://hh.ru/vacancy/128154339
QA Manual Engineer (Middle),CAMBRIDGE GROUP PROJECTS,,,Ташкент,https://hh.ru/vacancy/128692452
Data Analyst (CVM),Ipotekabank OTP Group,,,Ташкент,https://hh.ru/vacancy/128698749
Lead Pre-Qualifying Specialist,Citi Fuel (ООО Staff Atlantic),,,Ташкент,https://hh.ru/vacancy/128628939
Технологический лидер продукта ММСБ,HamkorBank,,,Ташкент,https://hh.ru/vacancy/128317415
Старший специалист по отгрузкам готовой продукции,International Beverages Tashkent,41.216032,69.249275,Sergeli,https://hh.ru/vacancy/128853161
Ведущий специалист отдела технического сопровождения процессингового центра (Senior),АИКБ ИПАК ЙУЛИ БАНК,,,Ташкент,https://hh.ru/vacancy/128812758
Сетевой инженер Uzum Bank,«UZUM TECHNOLOGIES»,,,Ташкент,https://hh.ru/vacancy/128155309
Инженер - проектировщик,ARCHERA PRO GROUP CO,,,Ташкент,https://hh.ru/vacancy/128825155
Инженер ПТО,Asiya Iron Steel,41.57161,69.939352,Ташкент,https://hh.ru/vacancy/128745631
Senior AI Engineer,WIDER AI,,,Ташкент,https://hh.ru/vacancy/128225756
Sales Support Specialist,BYD CENTRAL ASIA OOO,,,Ташкент,https://hh.ru/vacancy/128670929
Курьер заказов/отправлений до 2-4 кг,ДоставкаПРО,,,Ташкент,https://hh.ru/vacancy/128265186
Главный Инженер по сопровождению 2-й линии,HamkorBank,41.353063,69.23845,Almazar,https://hh.ru/vacancy/128614192
Инженер по охране труда и технике безопасности (ОТиТБ),ESG-Construction Pro,41.321547,69.286609,Yunusabad,https://hh.ru/vacancy/128775597
Data Engineer (Senior),Xalq Banki,41.287772,69.217007,Chilanzar,https://hh.ru/vacancy/127948808
Учитель начальных классов для русских классов (Келес),RENESSANS SCHOOL KELES,41.124816,69.417071,Ташкент,https://hh.ru/vacancy/127564421
HR директор,SMART HR,41.311158,69.279737,Yunusabad,https://hh.ru/vacancy/128801626
Трейд-маркетолог,Candy gold,41.359521,69.239528,Almazar,https://hh.ru/vacancy/128488245
Учитель математики,НОУ JACK-EC,41.318655,69.277841,Yunusabad,https://hh.ru/vacancy/127931099
Дизайнер- Мобилограф,Капиталбанк,,,Ташкент,https://hh.ru/vacancy/125431987
Chief Anti-Fraud Specialist | POS Products,TBC,,,Ташкент,https://hh.ru/vacancy/128716087
UX/UI-дизайнер,Технологический парк программных продуктов и информационных технологий,41.342293,69.336905,Mirzo Ulugbek,https://hh.ru/vacancy/128084369
Администратор компьютерного клуба,NURMATOV NURISLOM G‘OLIBJONOVICH,,,Ташкент,https://hh.ru/vacancy/128774998
Главный бизнес-тренер корпоративных программ,Капиталбанк,41.375769,69.297038,Yunusabad,https://hh.ru/vacancy/127622557
Финансист,Asiya Iron Steel,41.319215957218766,69.31827736504987,Mirzo Ulugbek,https://hh.ru/vacancy/128832547
Креативный менеджер,1FIT-APP,41.301288,69.305833,Yashnabad,https://hh.ru/vacancy/128713897
UX Researcher,«UZUM TECHNOLOGIES»,41.295354,69.258653,Yakkasaray,https://hh.ru/vacancy/126462340
Шеф-повар,RUZIYEV SHUXRAT SHOVKAT O‘G‘LI,41.29566961473111,69.17449513195797,Uchtepa,https://hh.ru/vacancy/128800548
Специалист по визуальному контенту и презентациям,PRIME PROPERTY,41.29723,69.281758,Mirabad,https://hh.ru/vacancy/128323448
SMM-менеджер,INNOVATSIYA TEXNOLOGIYALARI MARKAZI,,,Ташкент,https://hh.ru/vacancy/128808111
Tech Lead AI Platform,ROMANOV MEHANICA GROUP XUSUSIY BANDLIK AGENTLIGI,41.341495,69.3366,Mirzo Ulugbek,https://hh.ru/vacancy/128633162
Бизнес-аналитик | статистическая отчетность,CS FINSOFT,41.336342,69.282458,Yunusabad,https://hh.ru/vacancy/128315484
Продакт-менеджер,Представительство АО Валента фарм в Республике Узбекистан,41.301803,69.269352,Mirabad,https://hh.ru/vacancy/128815534
Tech Lead Cloud IaaS / PaaS,ROMANOV MEHANICA GROUP XUSUSIY BANDLIK AGENTLIGI,41.341495,69.3366,Mirzo Ulugbek,https://hh.ru/vacancy/128631566
Стажер по работе с системой iiko,Enter Co. by OOO SOFTWARE INTEGRATOR,41.270018,69.251215,Yakkasaray,https://hh.ru/vacancy/127966999
Финансовый менеджер,EVOLUTION-MOTORS,41.219112,69.210171,Sergeli,https://hh.ru/vacancy/128826127
Инженер-конструктор,INNOTEK INVEST,41.330018,69.250254,Shaykhantahur,https://hh.ru/vacancy/128769724
Senior SMM / Marketing Manager,Oftob Agency,41.29261719881036,69.24315773399233,Yakkasaray,https://hh.ru/vacancy/128636945
CAC (Commercial Air-Conditioning) Junior Sales Manager,LG Electronics Uzbekistan,41.29181,69.284219,Mirabad,https://hh.ru/vacancy/128361931
Product Manager for Credit Products (Micro and Small Enterprises / MSE Lending),Ipotekabank OTP Group,41.315133,69.2843,Mirzo Ulugbek,https://hh.ru/vacancy/127787643
Бренд-менеджер стратег,XAMDAMOVA SHOIRA QAHRAMANOVNA,41.29886,69.27895,Mirabad,https://hh.ru/vacancy/128784636
Шеф-кондитер/Шеф-пекарь,French Pastry,,,Ташкент,https://hh.ru/vacancy/127404279
Системный аналитик (CRM),«UZUM TECHNOLOGIES»,41.295354,69.258653,Yakkasaray,https://hh.ru/vacancy/128003711
ASP.NET Engineer,MAYDON TECH,41.2438,69.25992,Ташкент,https://hh.ru/vacancy/127919947
SMM-менеджер в Business Woman Club,TADBIRKOR AYOL-BUSINESS WOMAN,,,Ташкент,https://hh.ru/vacancy/128821337
Инженер-проектировщик,Sigma Toshkent,41.29448,69.263585,Yakkasaray,https://hh.ru/vacancy/128785658
Системный администратор,CENTER FOR DIGITAL TECHNOLOGY AND INNOVATION,41.304648,69.32114,Yashnabad,https://hh.ru/vacancy/127718322
Заместитель CTO (Deputy CTO),ASTERIUM,41.294717,69.278811,Mirabad,https://hh.ru/vacancy/126779709
Специалист по валидации моделей,TBC,,,Ташкент,https://hh.ru/vacancy/128312643
AI & Data Solutions Architect,ГЕТ ЭКСПЕРТС РЕКРУТМЕНТ,,,Ташкент,https://hh.ru/vacancy/128095625
Аналитик данных в сеть магазинов THE MART,KITCHEN STORE,,,Ташкент,https://hh.ru/vacancy/128458334
Инженер по качеству,СП REKA-MED FARM,,,Ташкент,https://hh.ru/vacancy/128627374
Team coach,Быстро развивающаяся компания,,,Ташкент,https://hh.ru/vacancy/127920464
Оператор call-центра,VENKON,41.30293410580156,69.31479201053439,Yashnabad,https://hh.ru/vacancy/124199961
Диспетчер,VENKON,41.30293410580156,69.31479201053439,Yashnabad,https://hh.ru/vacancy/124199484
Руководитель R&D,Sika,41.294466,69.156569,Uchtepa,https://hh.ru/vacancy/128747907
DevOps Engineer,Andersen,,,Ташкент,https://hh.ru/vacancy/128165155
Рекрутер,IT BUYUK ZAMON SARI,41.355243,69.333869,Yunusabad,https://hh.ru/vacancy/128224434
Руководитель отдела продаж,IT BUYUK ZAMON SARI,41.355243,69.333869,Yunusabad,https://hh.ru/vacancy/128224265
Sotuv menejeri / Менеджер по продажам,GLOBAL MEDICAL CENTER,41.21648,69.22714,Sergeli,https://hh.ru/vacancy/126944016
Менеджер по кадрам,A-AUTOZONE,41.291614,69.286618,Mirabad,https://hh.ru/vacancy/128830686
Интернет-маркетолог,Bolter,41.295869,69.22882,Chilanzar,https://hh.ru/vacancy/128636424
Операционный директор / Коммерческий директор,Asia Cleaning Service,,,Ташкент,https://hh.ru/vacancy/128458209
Оператор call-центра,BEST PLAST SERVICE,41.22738,69.167941,Ташкент,https://hh.ru/vacancy/128623659
Руководитель отдела продаж FMCG,Дистрибьюторская компания,41.28346,69.3398,Yashnabad,https://hh.ru/vacancy/128733810
Финансовый менеджер,ООО «RHENUS INTERMODAL»,41.304648,69.32114,Yashnabad,https://hh.ru/vacancy/127903468
Мобилограф,Citi Fuel (ООО Staff Atlantic),41.327872,69.250991,Shaykhantahur,https://hh.ru/vacancy/128829188
SMM Manager / СММ менеджер в Косметологию,Wash Inn Technologies,41.286675,69.271661,Mirabad,https://hh.ru/vacancy/127967109
AI/ML Engineer,Lincoln Labs,41.30292946083057,69.31479686871675,Yashnabad,https://hh.ru/vacancy/128763178
Тестировщик мобильных приложений (в офисе в г. Ташкенте),Kimikosoft,,,Ташкент,https://hh.ru/vacancy/128095340
Client Outreach Specialist,BINART IT-SALES,41.336146,69.321652,Mirzo Ulugbek,https://hh.ru/vacancy/128103039
Тестировщик мобильных приложений (в офисе в г. Ташкенте),Kimikosoft,,,Ташкент,https://hh.ru/vacancy/128095340
Специалист по риск-менеджменту,Акционерная Компания Узбектелеком,41.34119,69.336384,Mirzo Ulugbek,https://hh.ru/vacancy/127901803
Системный администратор,VENKON,41.30293410580156,69.31479201053439,Yashnabad,https://hh.ru/vacancy/124199537
Менеджер по продажам,RENESSANSSS -TA'LIM MAKTABI,,,Ташкент,https://hh.ru/vacancy/128799723
QA Engineer,BTS Express Cargo Servis,,,Ташкент,https://hh.ru/vacancy/128297250
Технолог,XALQ TRANS CARGO,41.30860847103779,69.28813903983675,Yashnabad,https://hh.ru/vacancy/128799594
Сетевой инженер (part-time),CENTER FOR DIGITAL TECHNOLOGY AND INNOVATION,41.304648,69.32114,Yashnabad,https://hh.ru/vacancy/127809438
Стажер-риэлтор (без поиска клиентов),MEGARIELTOR,41.314153170110046,69.32537612631718,Yashnabad,https://hh.ru/vacancy/128486672
Менеджер по продажам,LABEL FLEX,41.244393,69.220843,Sergeli,https://hh.ru/vacancy/128826168
Оператор Сall-центра,IT CALL GAGARIN,41.325353,69.316729,Mirzo Ulugbek,https://hh.ru/vacancy/128071912
SMM-специалист / СММ-менеджер,Kelyanmedia,41.298877,69.304934,Yashnabad,https://hh.ru/vacancy/128813974
Мерчендайзер в компанию Canon,RESURS RECRUITMENT PERSONNEL,,,Ташкент,https://hh.ru/vacancy/128783719
Sotuv ishlari bo'yicha manajer,Bekchanov Azamat,41.274355,69.204907,Chilanzar,https://hh.ru/vacancy/128704338
Ассистент генерального директора,International Foodchain,,,Ташкент,https://hh.ru/vacancy/128775215
Sales manager (Crypto/FinTech).,ASTERIUM,41.294717,69.278811,Mirabad,https://hh.ru/vacancy/128163611
Эксперт (Scoring Data Scientist),COSCOM ТМ Ucell,41.364664,69.287714,Yunusabad,https://hh.ru/vacancy/128570911
Коммерческий директор (CCO),ИП ООО Alyans Distributions,41.299473,69.269837,Mirabad,https://hh.ru/vacancy/124672012
Менеджер по продажам недвижимости на Бали (в Ташкенте),СТУДИЯ САД,41.326802,69.338783,Mirzo Ulugbek,https://hh.ru/vacancy/128070927
Project Manager,ART OF BUSINESS ASSISTANCE,41.295991,69.1752,Uchtepa,https://hh.ru/vacancy/128364978
Менеджер по продажам в компанию WESOLVE магазин премиальных компьютеров,Wesolve.uz,41.313914,69.332764,Mirzo Ulugbek,https://hh.ru/vacancy/128437431
Проектный менеджер,Texnomart,41.336153,69.321661,Mirzo Ulugbek,https://hh.ru/vacancy/128242873
HR manager,Smart Solutions Personnel,41.190923,69.23006,Yangi hayot,https://hh.ru/vacancy/128830125
Key Account Manager,FE LLC Huawei Tech Investment Tashkent,41.295272,69.276125,Mirabad,https://hh.ru/vacancy/125508431
Бизнес,China National Logging Corporation (CNLC),41.284771,69.268058,Mirabad,https://hh.ru/vacancy/128239560
SMM-специалист в бьюти сфере,BLOOMSHOP,41.321547,69.286609,Yunusabad,https://hh.ru/vacancy/128621299
Оператор колл-центра,Amedia Online Group,41.190923,69.23006,Yangi hayot,https://hh.ru/vacancy/128784938
Специалист по обучению и развитию,ИП ООО Xalq Retail,41.288924,69.328066,Yashnabad,https://hh.ru/vacancy/128787306
Методолог по информационной безопасности,AVO.UZ,41.294297,69.282836,Mirabad,https://hh.ru/vacancy/128790227
Офис-менеджер (стажер),СП UCD Micros,,,Ташкент,https://hh.ru/vacancy/128739359
IGaming Localization Specialist,Квантум,41.69308,44.80156,Ташкент,https://hh.ru/vacancy/128798145
СММ-менеджер,1FIT-APP,41.301288,69.305833,Yashnabad,https://hh.ru/vacancy/128775259
Менеджер службы клиентского сервиса (c письменным русским и узбекским языками),1FIT-APP,41.301288,69.305833,Yashnabad,https://hh.ru/vacancy/127281461
Тестировщик-автоматизатор,АО ANOR BANK,41.306674,69.284839,Yashnabad,https://hh.ru/vacancy/128116571
Старший специалист по планированию производство,International Beverages Tashkent,41.216032,69.249275,Sergeli,https://hh.ru/vacancy/128852737
Бренд-менеджер (FMCG),NAVRUZ INTERNATIONAL CORP.,41.2902976646138,69.2223437752725,Chilanzar,https://hh.ru/vacancy/127749298
SMM-маркетолог В2В,MALVA TOUR,,,Ташкент,https://hh.ru/vacancy/128297569
Marketing manager,Innovation School,41.27128359245498,69.2018343309273,Chilanzar,https://hh.ru/vacancy/128623751
AI Manager,TBC,,,Ташкент,https://hh.ru/vacancy/128257910
React Native Engineer,MAYDON TECH,41.2438,69.25992,Ташкент,https://hh.ru/vacancy/128013924
Технолог - Начальник производства,AKELA GROUP MACHINERY,41.229543,69.149391,Ташкент,https://hh.ru/vacancy/128754059
Финансовый директор (CFO),СП ООО ARTIKUL AZIYA KABEL,41.17767605029529,69.23260573528437,Yangi hayot,https://hh.ru/vacancy/127851302
PROCUREMENT SPECIALIST,ГУ O‘ZBEKISTON RESPUBLIKASI MAKTABGACHA VA MAKTAB TA'LIMI VAZIRLIGI,41.322116,69.267502,Shaykhantahur,https://hh.ru/vacancy/128137504
Менеджер по подбору персонала(HR),Кондитерская сеть Cake Lab,41.325989,69.305752,Mirzo Ulugbek,https://hh.ru/vacancy/128749989
"Главный специалист, Центр координации инвестиционной деятельности и проектного управления",АКБ Asia Alliance Bank,41.306233,69.304036,Yashnabad,https://hh.ru/vacancy/128459820
Менеджер по привлечению корпоративных клиентов / B2B Sales Hunter,TWISTER JEANS,39.78481,64.442111,Ташкент,https://hh.ru/vacancy/128607098
Аккаунт-менеджер,BA Synergy,,,Ташкент,https://hh.ru/vacancy/128779106
Менеджер по регистрации лекарственных средств,ИП ООО Advance Pharmaceutical Business,41.270905,69.264645,Yakkasaray,https://hh.ru/vacancy/127870734
Архитектор-проектировщик,ALEXANDER BRANDS,41.333514695456365,69.30129465467539,Mirzo Ulugbek,https://hh.ru/vacancy/127833953
Manual QA Engineer (Intern),G-CORE TOSHKENT,,,Ташкент,https://hh.ru/vacancy/127984955
Начальник департамента,СП REKA-MED FARM,,,Ташкент,https://hh.ru/vacancy/128413185
Оператор видеонаблюдения,Garmoniya Farm,41.353327,69.257611,Almazar,https://hh.ru/vacancy/126447958
Analyst / modeller (trade and cargo transport),InfraEconomy Group,,,Ташкент,https://hh.ru/vacancy/128748512
SMM / Контент-менеджер,FIND WORK NEW SERVICE,41.301722,69.275515,Mirabad,https://hh.ru/vacancy/127923766
СММ специалист,Ibrokhimova Firuza,41.26873,69.212848,Chilanzar,https://hh.ru/vacancy/128722851
Менеджер по кадровому делопроизводству,Englify,41.32127647882941,69.2477941349172,Shaykhantahur,https://hh.ru/vacancy/128332291
Data Analyst,NAJOT TA’LIM MARKAZI,41.285828,69.203541,Chilanzar,https://hh.ru/vacancy/128358299
Врач-офтальмолог,ANCOR Uzbekistan,41.328251,69.339025,Mirzo Ulugbek,https://hh.ru/vacancy/128813889
Супервайзер торговых представителей в Ташкент,Gloriya Distribution,,,Ташкент,https://hh.ru/vacancy/128695682
Контент-менеджер (Маркетплейсы),United IT Company,,,Ташкент,https://hh.ru/vacancy/127037222
Менеджер по оптовым продажам,YUSUPOV DILSHOD LUTFULLAYEVICH,41.360752,69.258986,Almazar,https://hh.ru/vacancy/128153235
Кабельщик-спайщик,СП ООО IST TELEKOM,41.30402504952918,69.32123101719532,Yashnabad,https://hh.ru/vacancy/128437889
Маркетолог (Growth & Performance Marketing),INTOP PLANET,41.289724,69.264564,Yakkasaray,https://hh.ru/vacancy/128478178
Financial controlling manager,Ipotekabank OTP Group,41.315133,69.2843,Mirzo Ulugbek,https://hh.ru/vacancy/127885729
Помощница/помощник бухгалтера + HR,ЯТТ IT company,41.326707,69.260315,Shaykhantahur,https://hh.ru/vacancy/127976218
Менеджер по работе с дизайнерами,ERGO,41.30834,69.269253,Mirabad,https://hh.ru/vacancy/128779624
Операционный / Исполнительный директор (COO / Executive Director),KOSMIK MONITORING VA GEOAXBOROT TEXNOLOGIYALARI MARKAZI,,,Ташкент,https://hh.ru/vacancy/128034512
SMM mutaxassisi,YATT ZIYOYEV XASANBOY XAITBOYEVICH,41.32067172794315,69.2345620304714,Shaykhantahur,https://hh.ru/vacancy/128316143
B2B Apple Team Lead,FC LLC ASBC ENTITY,,,Ташкент,https://hh.ru/vacancy/112848261
Маркетолог,BEST ALBINO,41.251472,69.153892,Ташкент,https://hh.ru/vacancy/128786690
КОНСТРУКТОР ПВХ-ПРОФИЛЕЙ,AKFA BUILDING MATERIALS,,,Ташкент,https://hh.ru/vacancy/128749988
Data Engineer,PAYNET,,,Ташкент,https://hh.ru/vacancy/128785243
Project Manager Middle,Itransition,,,Ташкент,https://hh.ru/vacancy/123484221
"Senior Video Editor with Motion Design Skills (в проект ""Cube Media Production"")",Citi Fuel (ООО Staff Atlantic),41.311158,69.279737,Yunusabad,https://hh.ru/vacancy/128279864
"Content Creator (Live-контент, Reels, видеомонтаж) — INGLOT",ИП ООО DIVI GROUP,41.316244,69.252625,Shaykhantahur,https://hh.ru/vacancy/128327011
Sales Project Manager (Octane),Крупная быстро развивающиеся компания,,,Ташкент,https://hh.ru/vacancy/126479896
Руководитель справочно-образовательного электронного продукта для финансовых директоров,ACTION-MCFR MEDIAGURUHI,41.29632070207917,69.28774697480581,Mirabad,https://hh.ru/vacancy/128829270
Главный энергетик,NAVRUZ INTERNATIONAL CORP.,41.3865550940639,69.3641574721513,Ташкент,https://hh.ru/vacancy/128612084
Datacom Solution Expert,FE LLC Huawei Tech Investment Tashkent,41.295272,69.276125,Mirabad,https://hh.ru/vacancy/125530547
Менеджер по трейд маркетингу,United Distribution,41.2660847258353,69.2252800529164,Yakkasaray,https://hh.ru/vacancy/127817306
PR-менеджер,ONESEC,,,Ташкент,https://hh.ru/vacancy/123908327
Менеджер по гарантии (Warranty Manager),FC LLC ASBC ENTITY,41.333025,69.298179,Yunusabad,https://hh.ru/vacancy/123931861
Product - менеджер канал HORECA,Unimix FMCG,41.25661,69.242088,Sergeli,https://hh.ru/vacancy/127997470
Проектный менеджер,ISHONCH KREDIT SAVDO,,,Ташкент,https://hh.ru/vacancy/128428596
Главный специалист Отдела управления бизнес-процессами (Департмент рисков),Капиталбанк,,,Ташкент,https://hh.ru/vacancy/126730524
Корпоративный юрист / Юрисконсульт,Open («FUTURE OPEN TECHNOLOGY GROUP»),,,Ташкент,https://hh.ru/vacancy/128624830
Сценарист-копирайтер,IMAN CAPITAL LTD,41.29845,69.27458,Mirabad,https://hh.ru/vacancy/128822203
Рекрутер (Пскент),SERVOLUX CA,40.83385,69.482163,Ташкент,https://hh.ru/vacancy/127927431
Sotuv ishlari bo‘yicha direktor / Директор по продажам,GLOBAL MEDICAL CENTER,41.21648,69.22714,Sergeli,https://hh.ru/vacancy/126945802
Директор текстильного производства (детская одежда),Vesbini,41.201345,69.159416,Ташкент,https://hh.ru/vacancy/128745956
Process Operator / Технолог,YAPP UBK AUTO SYSTEM,41.29594481698084,69.32578740221979,Yashnabad,https://hh.ru/vacancy/128675574
Associate/Senior Associate/Managing Associate - Projects & Infrastructure/ Corporate / M&A,KINSTELLAR,,,Ташкент,https://hh.ru/vacancy/123430408
Data Analyst,Ipotekabank OTP Group,41.278421,69.305644,Mirabad,https://hh.ru/vacancy/128412387
Key Account Manager (Apple ASBIS),FC LLC ASBC ENTITY,41.26551,69.23686,Yakkasaray,https://hh.ru/vacancy/127097463
Оператор контактного центра,«UZUM TECHNOLOGIES»,41.314537,69.236564,Shaykhantahur,https://hh.ru/vacancy/126462820
Менеджер по продажам,THE NEW CITY GROUP,41.299141,69.348961,Yashnabad,https://hh.ru/vacancy/128652966
Moliya ishlari bo‘yicha direktor / Директор по финансовой части,GLOBAL MEDICAL CENTER,41.21648,69.22714,Sergeli,https://hh.ru/vacancy/128675451
Графический дизайнер / Моушен-Дизайнер,MARKETING HOUSE INVESTMENT,41.311056,69.319739,Yashnabad,https://hh.ru/vacancy/128755744
Начальник отдела продуктовой аналитики,Капиталбанк,,,Ташкент,https://hh.ru/vacancy/127254628
Intern/Staff in Strategy and Execution,EY Uzbekistan,41.320707,69.300191,Mirzo Ulugbek,https://hh.ru/vacancy/128478583
SMM-менеджер,ALL EXPERT,41.320859373170585,69.2644146674931,Shaykhantahur,https://hh.ru/vacancy/128499353
Технический писатель (Senior level),FULL STACK SOLUTION,41.336342,69.282432,Yunusabad,https://hh.ru/vacancy/128583810
Audit Supervisor (Banking),ООО «KPMG AUDIT»,41.337283,69.282333,Yunusabad,https://hh.ru/vacancy/128045147
"Product Manager, Car Loans",TBC,,,Ташкент,https://hh.ru/vacancy/128400262
Менеджер по PR,ГЕРОФАРМ,41.31114,69.27973,Yunusabad,https://hh.ru/vacancy/128829067
Администратор/Вахтёр в Хостел,STARS INTERNATIONAL UNIVERSITY,41.332341,69.33174,Mirzo Ulugbek,https://hh.ru/vacancy/128730800
Менеджер по продажам B2B,ADTECH MEDIA,41.319996,69.300892,Mirzo Ulugbek,https://hh.ru/vacancy/127888453
Главный механик,«UZUM TECHNOLOGIES»,41.239986,69.31178,Ташкент,https://hh.ru/vacancy/128713950
Chef de Cuisine,BELDERSOY RESORT,41.57161,69.93935,Ташкент,https://hh.ru/vacancy/128430857
QA тестировщик,Представительство ITF LLC в РУз,41.320341,69.299544,Mirzo Ulugbek,https://hh.ru/vacancy/128053092
"Сhief Product Officer/Team Lead по Core B2C, B2X продуктам",ТТ мобайл (МегаФон Таджикистан),38.57113,68.765325,Ташкент,https://hh.ru/vacancy/128710126
Менеджер по продажам услуг,Nano Telecom,41.302108,69.30612,Yashnabad,https://hh.ru/vacancy/128434976
Креативный директор/Руководитель дизайнерского отдела (детский текстиль),Vesbini,41.19914090263979,69.15751699601627,Ташкент,https://hh.ru/vacancy/128060658
Supply planning specialist,"ИП ООО «Coca-Cola Ichimligi Uzbekiston, Ltd»",,,Ташкент,https://hh.ru/vacancy/128569964
Помощник Бухгалтера,ERGO,41.30834,69.269253,Mirabad,https://hh.ru/vacancy/128782199
UX/UI Дизайнер,ЧП TURON MEDIA,,,Ташкент,https://hh.ru/vacancy/128570192
Инженер-технолог в пищевом производстве (по оборудованию),EAT GOOD,41.30459128902208,69.34995937878216,Yashnabad,https://hh.ru/vacancy/128702312
Супервайзер по складам,International Beverages Tashkent,41.216032,69.249275,Sergeli,https://hh.ru/vacancy/128814501
Chief Manager for Asian Market Division,Технологический парк программных продуктов и информационных технологий,41.342293,69.336905,Mirzo Ulugbek,https://hh.ru/vacancy/127943593
Senior Product Designer,FULL STACK SOLUTION,41.337283,69.282333,Yunusabad,https://hh.ru/vacancy/128245203
Конструктор,MERIDIAN GLOBAL TRADING,41.2608655898891,69.37274190103301,Bektemir,https://hh.ru/vacancy/128045473
"Менеджер по маркетингу (B2B/B2G, облачные и AI-продукты)",ROMANOV MEHANICA GROUP XUSUSIY BANDLIK AGENTLIGI,41.341495,69.3366,Mirzo Ulugbek,https://hh.ru/vacancy/128658491
Начальник отдела/главный специалист отдела рыночных рисков и риска ликвидности (APEX BANK),APEX BANK,,,Ташкент,https://hh.ru/vacancy/128553869
Инженер по ТБ и ОТ/Начальник отдела ТБ и ОТ,ELEKTRQISHLOQQURILISH,41.339274,69.358007,Mirzo Ulugbek,https://hh.ru/vacancy/128770789
Senior UX Designer,GROUP-IB TSHK,,,Ташкент,https://hh.ru/vacancy/128381925
Менеджер по работе с Агентствами недвижимости,NEDVIGO,41.301715,69.288531,Mirabad,https://hh.ru/vacancy/128735841
Country Director,Antal International Tashkent Xususiy Bandlik Agentligi,,,Ташкент,https://hh.ru/vacancy/128095262
Преподаватель английского языка по IELTS,EMU UNIVERSITY,,,Ташкент,https://hh.ru/vacancy/128807195
Филиал-менеджер,HUMAN AND CAPITAL,41.28141,69.212668,Chilanzar,https://hh.ru/vacancy/128605197
Product Manager (EdTech / HR Tech),ATOXODJAYEV BAXTIYORXODJA INOMOVICH,41.329531,69.263073,Shaykhantahur,https://hh.ru/vacancy/128313668
Руководитель отдела продаж (РОП) в Учебный Центр,Digital Camp,41.331379,69.249589,Almazar,https://hh.ru/vacancy/128306644
Начальник управления по информационной и кибербезопасности,YANGI BANK,41.33446,69.284165,Yunusabad,https://hh.ru/vacancy/128824037
"SMM-специалист / Контент-мейкер (фото, видео, реклама, Brand Face)",LABIRINT HAMKOR,41.25097530271055,69.42865226256458,Yangi Tashkent,https://hh.ru/vacancy/128052180
Office Administrator (административный специалист),Xiaomi,41.29723,69.281758,Mirabad,https://hh.ru/vacancy/128251301
SMM-менеджер,Bravis Alliance,41.320091,69.288091,Yunusabad,https://hh.ru/vacancy/128780498
Data Analyst DWH,UCMG,,,Ташкент,https://hh.ru/vacancy/128559574
Project Manager,Zeppelin Central Asia Machinery,41.23507,69.247361,Ташкент,https://hh.ru/vacancy/128472569
Collection Analyst,TBC,,,Ташкент,https://hh.ru/vacancy/128410585
"Региональный менеджер отдела продаж (Юго-Запад, направление FMCG)",SBM Central group,,,Ташкент,https://hh.ru/vacancy/127553462
Графический дизайнер / Motion Designer,Creative people,41.279621,69.252859,Yakkasaray,https://hh.ru/vacancy/128587069
Миксолог,BELDERSOY RESORT,41.57161,69.93935,Ташкент,https://hh.ru/vacancy/126668584
Project manager M&A,UNITEL LLC,41.341379,69.335396,Mirzo Ulugbek,https://hh.ru/vacancy/128512154
Senior системный аналитик,АО Асакабанк,41.31528,69.24649,Shaykhantahur,https://hh.ru/vacancy/128692618
Оператор Сall-центра,IT CALL NAMANGAN,41.325353,69.316729,Mirzo Ulugbek,https://hh.ru/vacancy/127937811
Маркетолог (международный фаст-фуд),ONEFOOD,41.303788,69.321508,Yashnabad,https://hh.ru/vacancy/128055264
Инженер по нагрузочному тестированию,OCTO,41.288809,69.251431,Yakkasaray,https://hh.ru/vacancy/126389801
Руководитель направления по работе с банкоматами,«UZUM TECHNOLOGIES»,,,Ташкент,https://hh.ru/vacancy/127556404
